speaker	start	end	label	contexto	n_palabras	palabras_por_seg	fonemas_por_seg	F0_mean	F0_median	F0_sd	F0_range_st	F0_delta_st	F0_final_delta_st	F0_final_pattern	Int_mean	Int_median	Int_sd	F0_ini_q1	F0_ini_q2	F0_ini_q3	F0_ini_q4	F0_fin_q1	F0_fin_q2	F0_fin_q3	F0_fin_q4	Int_ini_q1	Int_ini_q2	Int_ini_q3	Int_ini_q4	Int_fin_q1	Int_fin_q2	Int_fin_q3	Int_fin_q4	anot1	anot2	anot3	anot4	anot5	anot6	anot7	anot8	anot9	anot10	anot11	anot12	anot13	anot14	anot15	anot16	anot17	anot18	anot19	anot20	anot21	anot22	anot23	anot24	anot25	anot26	anot27	anot28	anot29	anot30	anot31	anot32	anot33	observaciones
i - words	0.3	3.180005	por qué te daría ese respeto ese peligro que dices tú	i - words: por qué te daría ese respeto ese peligro que dices tú | e - words: porque no soy partidario de la adrenalina | e - words: para mí la adrenalina se puede conseguir de otras formas | e - words: como jugar un partido de fútbol y no montándome una atracción | i - words: pero esa adrenalina es porque te te ves en peligro o | e - words: por supuesto	11	3.81943781347602	14.9305296344972	201.20674585413	205.166610717773	18.1702353177615	3.6502836886813	-7.94197582967852	-0.385709683455279	PPP	35.3298893156151	35.3311121171567	1.49086132951855	223.963617960612	212.786930629185	218.485944475446	220.276843261719	178.011117553711	177.23383026123	174.644514465332	173.899287414551	33.2133085023624	37.0759530270997	36.4927469482761	34.7462111176414	36.9851151389273	35.4866717472317	36.3297487556685	35.2093063703544																																		
e - words	4.409985	6.06001	porque no soy partidario de la adrenalina	i - words: por qué te daría ese respeto ese peligro que dices tú | e - words: porque no soy partidario de la adrenalina | e - words: para mí la adrenalina se puede conseguir de otras formas | e - words: como jugar un partido de fútbol y no montándome una atracción | i - words: pero esa adrenalina es porque te te ves en peligro o | e - words: por supuesto | e - words: porque se puede descolgar la atracción en cualquier momento	7	4.24235996424297	21.2117998212148	86.1002390695655	88.3977890014648	13.2845822070117	7.86851243992215	-5.85308842796191	-1.44390875583341	AAD	35.9220660031805	36.0310573136682	1.06182345014995	100.568182945251	99.4635314941406	103.219732284546	105.645133972168	82.6496467590332	87.6871241251628	90.6360993385315	76.0360150337219	31.2198323197399	36.6680107088956	36.9574387561175	36.589898232519	36.6246334755226	37.0456304346858	36.7227979165486	35.8601921418252																																		
e - words	6.659985	9.499951	para mí la adrenalina se puede conseguir de otras formas	i - words: por qué te daría ese respeto ese peligro que dices tú | e - words: porque no soy partidario de la adrenalina | e - words: para mí la adrenalina se puede conseguir de otras formas | e - words: como jugar un partido de fútbol y no montándome una atracción | i - words: pero esa adrenalina es porque te te ves en peligro o | e - words: por supuesto | e - words: porque se puede descolgar la atracción en cualquier momento | i - words: y qué pasaría por ejemplo	10	3.52116891540251	16.5494939023918	94.7245704743637	92.4855499267578	13.8744407014414	2.6408263240623	-4.40790587861402	0.386775767574327	PPP	35.4999499077496	35.6986320434699	1.12246446078604	93.3017080555791	88.1786936124166	99.4880590024202	100.528633117676	89.4286687514361	89.5014095306396	90.0757729025448	91.449083664838	33.7391780516949	36.8103115638842	36.4775290675466	35.6314537287511	35.3152081426021	35.504846376463	34.8154705066513	35.2657470540993																																		
e - words	10.31001	13.27998	como jugar un partido de fútbol y no montándome una atracción	i - words: por qué te daría ese respeto ese peligro que dices tú | e - words: porque no soy partidario de la adrenalina | e - words: para mí la adrenalina se puede conseguir de otras formas | e - words: como jugar un partido de fútbol y no montándome una atracción | i - words: pero esa adrenalina es porque te te ves en peligro o | e - words: por supuesto | e - words: porque se puede descolgar la atracción en cualquier momento | i - words: y qué pasaría por ejemplo | i - words: yo recuerdo	11	3.70374111523012	17.1718906251578	88.3120709373837	85.8483734130859	19.4197816807417	2.06108295407436	-3.0644366612273	-1.14427596394728	ADD	34.8033032077244	34.9094017702915	1.14726531892033	88.1268282803622	86.3828297490659	84.146650834517	82.0489730834961	85.1545061383929	148.228202819824	82.2579868861607	79.7081113542829	33.4062397199992	36.013892317949	35.6685110857697	36.2117966825571	35.5195333289357	33.9382809194855	33.6861720930489	34.8797206072336																																		
i - words	15.56001	18.919995	pero esa adrenalina es porque te te ves en peligro o	i - words: por qué te daría ese respeto ese peligro que dices tú | e - words: porque no soy partidario de la adrenalina | e - words: para mí la adrenalina se puede conseguir de otras formas | e - words: como jugar un partido de fútbol y no montándome una atracción | i - words: pero esa adrenalina es porque te te ves en peligro o | e - words: por supuesto | e - words: porque se puede descolgar la atracción en cualquier momento | i - words: y qué pasaría por ejemplo | i - words: yo recuerdo | e - words: que me muero	11	3.27382413909586	12.5000558038206	193.590219333658	195.613967895508	22.585176619356	4.08366139468873	-3.81564150415485	11.5635246293907	APD	35.2466096271099	35.7597882313217	1.63762470276857	200.265891765726	199.88007409232	201.671882366312	199.668896379142	101.987339019775	183.533487319946	180.6878490448	175.172206878662	34.2716215742989	37.0486458935211	36.4650350461512	36.3056345763708	34.8565640681405	35.8288933054989	35.3773774517046	34.0047872834324																																		
e - words	18.519971	18.930005	por supuesto	i - words: por qué te daría ese respeto ese peligro que dices tú | e - words: porque no soy partidario de la adrenalina | e - words: para mí la adrenalina se puede conseguir de otras formas | e - words: como jugar un partido de fútbol y no montándome una atracción | i - words: pero esa adrenalina es porque te te ves en peligro o | e - words: por supuesto | e - words: porque se puede descolgar la atracción en cualquier momento | i - words: y qué pasaría por ejemplo | i - words: yo recuerdo | e - words: que me muero | i - words: bue- bueno	2	4.8776442929123	26.8270436110177	178.983468306692	179.70149230957	3.97703962630316	0.884897225864346	-0.778214442143996			35.8732222844871	35.9877660370998	0.554243484483517									34.8135392894517	35.1009419392771	35.5072404758001	36.08546135752	36.2519091351517	35.980265017667	35.9025522917649	35.8635552809295																																		
e - words	20.129956	22.440015	porque se puede descolgar la atracción en cualquier momento	e - words: porque no soy partidario de la adrenalina | e - words: para mí la adrenalina se puede conseguir de otras formas | e - words: como jugar un partido de fútbol y no montándome una atracción | i - words: pero esa adrenalina es porque te te ves en peligro o | e - words: por supuesto | e - words: porque se puede descolgar la atracción en cualquier momento | i - words: y qué pasaría por ejemplo | i - words: yo recuerdo | e - words: que me muero | i - words: bue- bueno | i - words: yo	9	3.89600438776672	22.0773581973448	91.5999126927606	89.6361083984375	10.9501795461155	3.72449431062447	4.7424855745478	6.10655187748186	AAP	35.4300870871285	35.5378692206025	1.02324585603629	89.9792718887329	86.5818872451782	85.2936029434204	84.1794996261597	81.2862440745036	98.0937215631658	115.810625712077	115.665808359782	32.9488997879162	36.2881545031125	34.9723401955752	35.6496203597518	35.0017279909867	36.1091113825776	35.638077484395	35.6927331026542																																		
i - words	24.369946	26.119946	y qué pasaría por ejemplo	e - words: para mí la adrenalina se puede conseguir de otras formas | e - words: como jugar un partido de fútbol y no montándome una atracción | i - words: pero esa adrenalina es porque te te ves en peligro o | e - words: por supuesto | e - words: porque se puede descolgar la atracción en cualquier momento | i - words: y qué pasaría por ejemplo | i - words: yo recuerdo | e - words: que me muero | i - words: bue- bueno | i - words: yo | i - words: tuve un caso así que una	5	2.85714285714286	12	201.688852079622	204.581771850586	53.3114813583008	3.63104426079974	-3.59258607119987	-0.666739907273367	PPD	35.62021757015	36.1079485211124	1.43303414317788	231.520413208008	226.509044647217	213.880264282227	206.521922810872	195.506804148356	196.666323148287	196.721281687419	188.120511372884	32.481123306709	36.9083681373979	36.8952590210218	37.0899433202685	37.2330898990382	35.8944295415651	34.6588679991321	36.3763428945693																																		
i - words	26.419995	27.359936	yo recuerdo	e - words: como jugar un partido de fútbol y no montándome una atracción | i - words: pero esa adrenalina es porque te te ves en peligro o | e - words: por supuesto | e - words: porque se puede descolgar la atracción en cualquier momento | i - words: y qué pasaría por ejemplo | i - words: yo recuerdo | e - words: que me muero | i - words: bue- bueno | i - words: yo | i - words: tuve un caso así que una | i - words: un	2	2.12779312744098	10.6389656372049	203.571892655136	199.625701904297	15.5538847928594	2.29744008183445	5.80738898405526	3.79543274387477	AAA	35.9080950506606	36.2202564946862	0.880833013604758	185.473510742188	201.758296966553	194.552961561415	192.955620659722	202.906126022339	212.736407809787	227.847618103027	252.642698287964	35.1798109186358	34.6251174014254	35.4122006521708	36.8543067051431	36.5227968226579	36.7744609580023	36.4465670265173	35.2670026409725																																		
e - words	27.359936	27.77998	que me muero	i - words: pero esa adrenalina es porque te te ves en peligro o | e - words: por supuesto | e - words: porque se puede descolgar la atracción en cualquier momento | i - words: y qué pasaría por ejemplo | i - words: yo recuerdo | e - words: que me muero | i - words: bue- bueno | i - words: yo | i - words: tuve un caso así que una | i - words: un | i - words: un cacharro de estos de la de	3	7.14210892192251	23.8070297397417	88.2799558477887	88.3977890014648	3.35319921427847	1.31992922991046	-1.42526122349896	-1.13751452982383	DPP	35.5189332994077	35.5707188632282	0.392458554024013	89.3854751586914	93.2511596679688	97.5609741210938	89.8376235961914	87.9120864868164	84.9128112792969	84.4327163696289	82.3214645385742	34.9867419450431	35.4382579490379	34.7290249900203	34.6434376562855	35.5383918385766	35.4047867319181	35.3153228496549	35.3221841551529																																		
